username,tweet,username_of_retweeter,hashtag,tweet created,number of followers,# following,language 
EvieDaisy3,b'wow. how lucky is scott morrison!\n\nif he were an aged-care worker he wouldn\xe2\x80\x99t yet have had his pfizer shot. \n\n#scottydoesnothing #agedcare #morrisonlockdown #pfizervaccine',AusIndiMedia,[],2021-06-01 03:53:12+00:00,5367,5977,en
username,tweet,username_of_retweeter,hashtag,tweet created,number of followers,# following,language
Bayern1932,"b'#dubai offers #pfizervaccine to 12-15 year olds https://t.co/xoiliysnl3 #uae #pfizer #biontech #covid-#vaccine #sinopharm, #astrazeneca #sputnikv'",no retweet username,"[{'text': 'Dubai', 'indices': [0, 6]}, {'text': 'Pfizervaccine', 'indices': [14, 28]}, {'text': 'UAE', 'indices': [72, 76]}, {'text': 'Pfizer', 'indices': [77, 84]}, {'text': 'BioNTech', 'indices': [85, 94]}, {'text': 'COVID', 'indices': [95, 101]}, {'text': 'vaccine', 'indices': [102, 110]}]",2021-06-01 08:59:54+00:00,78,1432,en
MukeshMeharwal1,"b'if manmohan singh was pm in this pandemic, cia would be successfully destroyed both vaccine manufacturer and pfizer would be selling their vaccine at $30!\n\nsome family member from italy might be middleman of that deal\n\n50% of that money deposited in offshore acc. of gandhi family'",vijaygajera,[],2021-06-01 08:59:53+00:00,164,367,en
mazia2010,"b'life site news has followed up on the ten minute interview with dr. byram bridle, detailing a leaked confidential pfizer study that showed the vaccine ends up in the adrenal glands and the ovaries, causing unknown harm.\nhttps://t.co/ropoqelqvb'",stephanieseneff,[],2021-06-01 08:59:46+00:00,258,289,en
I_am_Niteangel,b'influencers say russia-linked pr agency asked them to disparage pfizer vaccine https://t.co/su0zxfsyxl',NCSCgov,[],2021-06-01 08:59:39+00:00,5981,6152,en
Iustitia881,"b'how does comirnaty (pfizer covid vaccine) trigger insomnia in some individuals?\n\nthere was a link to psychotic episodes (suicidal ideation) and to hallucinations in the pediatric trial and in norway, respectively. \n\nwhat about bell\xe2\x80\x99s palsy - another pfizer-related event.\n\ncns \xf0\x9f\x91\x80'",Florian_Hanover,[],2021-06-01 08:59:34+00:00,17,92,en
victoriaozelle,"b'the eu &amp; the drug companies know the rollout is going too slowly to meet global need. \n\nas they talk about ""3rd shot"" boosters - which will deepen the fight over short supplies - they also mention needing modified &amp; new vaccines to combat new variants. \nhttps://t.co/jlhbzk7dsk https://t.co/20kqtzuveh'",astroehlein,[],2021-06-01 08:59:31+00:00,7680,7581,en
mariamkhan29,b'the queue has grown and we may have reached the first 250 who will be administered the #covid19 pfizer vaccine.\n\n***whilst typing i\xe2\x80\x99m pleased that the no of vaccines has increased so that everyone in the queue will #getvaccinated @nhsbsolccg @drjv75 thank you***\xe2\x9d\xa4\xef\xb8\x8f\n\nthis \xf0\x9f\x91\x87\xf0\x9f\x8f\xbd https://t.co/rjre6zergo',CllrMajid,"[{'text': 'COVID19', 'indices': [102, 110]}]",2021-06-01 08:59:31+00:00,2921,155,en
Jane47369109,"b'life site news has followed up on the ten minute interview with dr. byram bridle, detailing a leaked confidential pfizer study that showed the vaccine ends up in the adrenal glands and the ovaries, causing unknown harm.\nhttps://t.co/ropoqelqvb'",stephanieseneff,[],2021-06-01 08:59:26+00:00,44,147,en
rodev10,b'@drtonyleachon moderna (not approved for youth in canada) erroneously given to youth instead of pfizer ( the only vaccine approved for 12 -17)\n\nhttps://t.co/wz2jrxgltx',no retweet username,[],2021-06-01 08:59:25+00:00,4,30,en
MB_GB_4,"b""@gods_spy i'm not lying guv, read it for yourself\nhttps://t.co/iwg79awidh""",no retweet username,[],2021-06-01 08:59:08+00:00,38,698,en
bava_zi,"b'if manmohan singh was pm in this pandemic, cia would be successfully destroyed both vaccine manufacturer and pfizer would be selling their vaccine at $30!\n\nsome family member from italy might be middleman of that deal\n\n50% of that money deposited in offshore acc. of gandhi family'",vijaygajera,[],2021-06-01 08:59:01+00:00,37,843,en
MonkofMaude,"b'@monkofmaude @boringlybold @prosaicview the @us_fda has already authorized longer time for refrigerator storage of thawed pfizer-biontech covid-19 vaccine prior to dilution, making vaccine more widely available https://t.co/5vhetj9tfm'",pash22,[],2021-06-01 08:58:54+00:00,311,830,en
vmlemon,"b""and, it looks like i'm able to get an initial astrazeneca vaccine, today. could have got pfizer, but the waiting time is in excess of a month...""",no retweet username,[],2021-06-01 08:58:38+00:00,1800,1721,en
AdityaP32736932,"b'if manmohan singh was pm in this pandemic, cia would be successfully destroyed both vaccine manufacturer and pfizer would be selling their vaccine at $30!\n\nsome family member from italy might be middleman of that deal\n\n50% of that money deposited in offshore acc. of gandhi family'",vijaygajera,[],2021-06-01 08:58:36+00:00,36,621,en
babapaki2000,b'the drug regulatory authority of pakistan approved the pfizer coronavirus vaccine for emergency use in pakistan.\n\ndetails here: https://t.co/lpslmr7hsl\n\n#arynews #pfizer #covid19 https://t.co/69zzpia91s',ARYNEWSOFFICIAL,[],2021-06-01 08:58:31+00:00,593,4211,en
marrrdianaalyyy,b'congrats malaysian!\n\npfizer comirnaty vaccine now can be stored in 2-8c (normal fridge temperature) up to 31 days. \n\npreviously only 5 days \n\nwith this new guideline we can jab even more people with less restrictions!!!\n\nlet\xe2\x80\x99s move!!! https://t.co/swasy21rz9',Kendogdoll,[],2021-06-01 08:58:14+00:00,317,164,en
FrankSowa1,b'#dubai has started offering pfizer-biontech #covid19 vaccine to 12-15 year olds \nhttps://t.co/a5ie8hjou1',meonewsen,"[{'text': 'Dubai', 'indices': [15, 21]}, {'text': 'COVID19', 'indices': [59, 67]}]",2021-06-01 08:58:02+00:00,8934,6389,en
JakeInTheDark_,b'#pfizer #vaccine available at #hallgreenlibray today and tomorrow and tuesday!!!\n#nhs #birmingham #walkin #mobileunit #covidvaccine https://t.co/zweoetenmg',hallgreenlib,"[{'text': 'pfizer', 'indices': [18, 25]}, {'text': 'vaccine', 'indices': [26, 34]}, {'text': 'hallgreenlibray', 'indices': [48, 64]}, {'text': 'nhs', 'indices': [99, 103]}, {'text': 'Birmingham', 'indices': [104, 115]}, {'text': 'walkin', 'indices': [116, 123]}, {'text': 'mobileunit', 'indices': [124, 135]}]",2021-06-01 08:58:02+00:00,697,1981,en
Man317G,"b'\xf0\x9f\x9a\xa8 anyone know when this video was taken and who is speaking? speaker claims #pfizer and #cnn are broke, 63% are denying #vaccine, and #fauci is going to be indicted! \n\n#fauciforprison #fauciliedpeopledied #fauciwasfunding\n\nhttps://t.co/1xawtqba8p'",mitsukos619,"[{'text': 'Pfizer', 'indices': [93, 100]}, {'text': 'CNN', 'indices': [105, 109]}]",2021-06-01 08:58:02+00:00,1354,1748,en
NldTmv,"b'@wouterkeller ""the vaccine was designed so that the spike protein is affixed via a transmembrane anchor region, so that it cannot circulate around the body via the bloodstream (see here).""  https://t.co/egmqd8ipoz'",dimgrr,[],2021-06-01 08:57:59+00:00,3411,4319,en
DrJim4MS,b'good news for the immunosuppressed concerned about covid-19 vaccine efficacy!  this study found that immunosuppressed people still enjoy 71% [pfizer bnt162b2] vaccine effectiveness (compared to 94% in the general population). https://t.co/fblmht3bve',Brandon_Beaber,[],2021-06-01 08:57:45+00:00,1140,487,en
OyeYeah_Pk,"b""drap approves pfizer's coronavirus vaccine for emergency use - \n#pakistan\nhttps://t.co/npwzuy8mzn - https://t.co/fz9rmpx4ot""",no retweet username,"[{'text': 'Pakistan', 'indices': [64, 73]}]",2021-06-01 08:57:45+00:00,601,360,en
babapaki2000,b'chile approves pfizer/biontech vaccine for teenagers\n\nfor more details: https://t.co/wzzaj2niag\n\n#arynews https://t.co/gec4bflypg',ARYNEWSOFFICIAL,"[{'text': 'ARYNews', 'indices': [118, 126]}]",2021-06-01 08:57:43+00:00,593,4211,en
pash22,"b'@monkofmaude @boringlybold @prosaicview the @us_fda has already authorized longer time for refrigerator storage of thawed pfizer-biontech covid-19 vaccine prior to dilution, making vaccine more widely available https://t.co/5vhetj9tfm'",no retweet username,[],2021-06-01 08:57:27+00:00,29498,32332,en
JhaHemantk,"b'if manmohan singh was pm in this pandemic, cia would be successfully destroyed both vaccine manufacturer and pfizer would be selling their vaccine at $30!\n\nsome family member from italy might be middleman of that deal\n\n50% of that money deposited in offshore acc. of gandhi family'",vijaygajera,[],2021-06-01 08:57:21+00:00,37,258,en
andyayres,"b'on the plus side of the ledger, i had my first dose of the pfizer vaccine today.'",no retweet username,[],2021-06-01 08:57:17+00:00,1307,3577,en
meeraremi11,"b'if manmohan singh was pm in this pandemic, cia would be successfully destroyed both vaccine manufacturer and pfizer would be selling their vaccine at $30!\n\nsome family member from italy might be middleman of that deal\n\n50% of that money deposited in offshore acc. of gandhi family'",vijaygajera,[],2021-06-01 08:57:13+00:00,7630,1878,en
FortuneHopeNVic,"b'if manmohan singh was pm in this pandemic, cia would be successfully destroyed both vaccine manufacturer and pfizer would be selling their vaccine at $30!\n\nsome family member from italy might be middleman of that deal\n\n50% of that money deposited in offshore acc. of gandhi family'",vijaygajera,[],2021-06-01 08:57:11+00:00,772,1688,en
ManishMishraB,"b'if manmohan singh was pm in this pandemic, cia would be successfully destroyed both vaccine manufacturer and pfizer would be selling their vaccine at $30!\n\nsome family member from italy might be middleman of that deal\n\n50% of that money deposited in offshore acc. of gandhi family'",vijaygajera,[],2021-06-01 08:57:11+00:00,0,552,en
DriverHiro,"b'the pfizer-biontech vaccine was 88% effective against symptomatic disease from the b.1.617.2 variant 2 weeks after the second dose, compared to 93% effectiveness against the b.1.1.7 variant.'",no retweet username,[],2021-06-01 08:57:09+00:00,61,0,en
CllrMajid,b'the queue has grown and we may have reached the first 250 who will be administered the #covid19 pfizer vaccine.\n\n***whilst typing i\xe2\x80\x99m pleased that the no of vaccines has increased so that everyone in the queue will #getvaccinated @nhsbsolccg @drjv75 thank you***\xe2\x9d\xa4\xef\xb8\x8f\n\nthis \xf0\x9f\x91\x87\xf0\x9f\x8f\xbd https://t.co/rjre6zergo',no retweet username,"[{'text': 'COVID19', 'indices': [87, 95]}]",2021-06-01 08:57:06+00:00,6622,3485,en
GodemaE,"b'last  night #rwanda  received a batch of 100,600 doses of #covid19 pfizer vaccine through the covax mechanism.  #vaccinessavelives https://t.co/rp8os7w6lh'",NewTimesRwanda,"[{'text': 'Rwanda', 'indices': [32, 39]}, {'text': 'COVID19', 'indices': [78, 86]}]",2021-06-01 08:57:03+00:00,2298,105,en
mcjas62,b'shocking 86% of children suffered an adverse reaction to the pfizer covid vaccine in clinical trial \xe2\x80\x93 daily expose https://t.co/gdlcgmejq5',no retweet username,[],2021-06-01 08:57:01+00:00,13,54,en
azrulreez,b'congrats malaysian!\n\npfizer comirnaty vaccine now can be stored in 2-8c (normal fridge temperature) up to 31 days. \n\npreviously only 5 days \n\nwith this new guideline we can jab even more people with less restrictions!!!\n\nlet\xe2\x80\x99s move!!! https://t.co/swasy21rz9',Kendogdoll,[],2021-06-01 08:56:56+00:00,1014,466,en
SafuanShaffuan,b'congrats malaysian!\n\npfizer comirnaty vaccine now can be stored in 2-8c (normal fridge temperature) up to 31 days. \n\npreviously only 5 days \n\nwith this new guideline we can jab even more people with less restrictions!!!\n\nlet\xe2\x80\x99s move!!! https://t.co/swasy21rz9',Kendogdoll,[],2021-06-01 08:56:51+00:00,4860,1110,en
taarifarwanda,"b'last night, #rwanda received, a batch of 100,600 doses of #covid19 pfizer vaccine through #covax mechanism. \n\nrwanda started vaccinating against #covid19 in march, and  according to @rwandahealth more than  167,000 have received the second dose of vaccine. #vaccinessavelives https://t.co/5jb0npstpm'",no retweet username,"[{'text': 'Rwanda', 'indices': [12, 19]}, {'text': 'COVID19', 'indices': [58, 66]}, {'text': 'COVAX', 'indices': [90, 96]}]",2021-06-01 08:56:38+00:00,4222,50,en
rodev10,b'@alvinelchico moderna (not approved in canada for younger ages) was erroneously given to 12 -17 yo instead of pfizer ( the only vaccine allowed for youth so far) https://t.co/f9kv1ced11',no retweet username,[],2021-06-01 08:56:32+00:00,4,30,en
dimgrr,"b'@wouterkeller ""the vaccine was designed so that the spike protein is affixed via a transmembrane anchor region, so that it cannot circulate around the body via the bloodstream (see here).""  https://t.co/egmqd8ipoz'",no retweet username,[],2021-06-01 08:56:30+00:00,3382,164,en
patrick_yabut,"b'just in. 2.2 million doses of pfizer vaccine to arrive in the philippines on june 11, announces vaccine czar carlito galvez jr. @rapplerdotcom'",piaranada,[],2021-06-01 08:56:23+00:00,383,650,en
Boundless_Mag,b'eu approves biontech-pfizer covid vaccine for children\nhttps://t.co/dyytpk4vhj https://t.co/o5wcasmxju',no retweet username,[],2021-06-01 08:56:01+00:00,18,201,en
LawMike,"b'@piersmorgan a healthy friend of mine has just come out of hospital after 9 weeks, he suddenly fell ill 3 weeks after having the pfizer vaccine,  he had emergency surgery for blood clots in his stomach and then his bowel and lungs he now has a double ileostemy and is fed through a machine,'",calders67,[],2021-06-01 08:55:55+00:00,3574,4993,en
RoselyneNgenzi,"b'update: \non monday evening, #rwanda received 100,600 more doses of pfizer covid-19 vaccine through the covax facility #rbanews https://t.co/eqlwchc9yu'",rbarwanda,"[{'text': 'Rwanda', 'indices': [43, 50]}]",2021-06-01 08:55:50+00:00,304,290,en
imustrage,"b""of the reasons why india did not consider pfizer's vaccine was the cold storage requirements (-80 degrees celsius). it seems like there were workarounds for this requirement. at least enough for the country to vaccinate the big cities and smaller towns close to those cities. https://t.co/qzmkvpwpdz""",no retweet username,[],2021-06-01 08:55:50+00:00,0,0,en
AvirneniRao,"b'if manmohan singh was pm in this pandemic, cia would be successfully destroyed both vaccine manufacturer and pfizer would be selling their vaccine at $30!\n\nsome family member from italy might be middleman of that deal\n\n50% of that money deposited in offshore acc. of gandhi family'",vijaygajera,[],2021-06-01 08:55:44+00:00,147,1871,en
super_s_h_i_t,b'@abhishbanerj do some research on the full story for free at google before commenting. it was a pop-up vaccination centre giving jabs to 18+ for a single day. \nleast your followers think this is happening all over uk everyday:\nhttps://t.co/bs2cfqjm53',no retweet username,[],2021-06-01 08:55:42+00:00,7,205,en
dittuss,"b""#bjpbetrayingtnpeople\npm modi neither allows tn to produce it's own vaccine\n\nnor to purchase from global produces like pfizer\n\ninsists us to wait until serum india supply\n\nto loot people by his party and a single company https://t.co/9i701leyjo""",grandoldmanofTN,"[{'text': 'BJPBetrayingTNPeople', 'indices': [21, 42]}]",2021-06-01 08:55:30+00:00,145,275,en
Alberti03940691,b'florida vaccine updates: final day of pfizer doses distributed at broward high schools https://t.co/22rhe5kivt',nbc6,[],2021-06-01 08:55:21+00:00,244,937,en
93_Amika_v,"b'if manmohan singh was pm in this pandemic, cia would be successfully destroyed both vaccine manufacturer and pfizer would be selling their vaccine at $30!\n\nsome family member from italy might be middleman of that deal\n\n50% of that money deposited in offshore acc. of gandhi family'",vijaygajera,[],2021-06-01 08:55:09+00:00,22,34,en
Gully__Boy___,"b'if manmohan singh was pm in this pandemic, cia would be successfully destroyed both vaccine manufacturer and pfizer would be selling their vaccine at $30!\n\nsome family member from italy might be middleman of that deal\n\n50% of that money deposited in offshore acc. of gandhi family'",vijaygajera,[],2021-06-01 08:54:58+00:00,81,1054,en
VAJR,"b'if manmohan singh was pm in this pandemic, cia would be successfully destroyed both vaccine manufacturer and pfizer would be selling their vaccine at $30!\n\nsome family member from italy might be middleman of that deal\n\n50% of that money deposited in offshore acc. of gandhi family'",vijaygajera,[],2021-06-01 08:54:57+00:00,5052,1682,en
Florian_Hanover,"b'how does comirnaty (pfizer covid vaccine) trigger insomnia in some individuals?\n\nthere was a link to psychotic episodes (suicidal ideation) and to hallucinations in the pediatric trial and in norway, respectively. \n\nwhat about bell\xe2\x80\x99s palsy - another pfizer-related event.\n\ncns \xf0\x9f\x91\x80'",no retweet username,[],2021-06-01 08:54:55+00:00,432,371,en
BenjaminMitch16,"b""@greghuntmp @elainem11584892 it's not all about you and the liberal party greg.tell us when you have  inoculated the entire aged care workforce until then go organise some pfizer vaccine and drop the photo ops.""",no retweet username,[],2021-06-01 08:54:48+00:00,112,567,en
snelaav,b'additional 2.2 million pfizer vaccine doses to arrive on june 11\n\nhttps://t.co/lei8ae74wa',gmanews,[],2021-06-01 08:54:12+00:00,94,210,en
chiibuta193,b'the facts about the pfizer-biontech covid-19 vaccine | pfpfizeruscom https://t.co/2nv5rlgfie\n\nit has been suggested that covid-19 vaccines will cause infertility because of a shared amino acid sequence in the spike protein of sars-cov-2 and a placental protein\n@kbf4mcyfz61m5ti',qwe0220,[],2021-06-01 08:53:58+00:00,347,172,en
chiaboba,b'hey besties u think ill win the 50/50 on the moderna or pfizer vaccine? i really want the pfizer vaccine im so close to my pity\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f',no retweet username,[],2021-06-01 08:53:37+00:00,505,152,en
Kalpzz,"b'if manmohan singh was pm in this pandemic, cia would be successfully destroyed both vaccine manufacturer and pfizer would be selling their vaccine at $30!\n\nsome family member from italy might be middleman of that deal\n\n50% of that money deposited in offshore acc. of gandhi family'",vijaygajera,[],2021-06-01 08:53:25+00:00,133,701,en
RichForrest2,"b'it\xe2\x80\x99s worth remembering that astrazeneca was allocated to the over 50s not because it\xe2\x80\x99s the safest, most effective vaccine for their age cohort, but because the morrison government failed to secure enough pfizer for us all.\n\n#pfizerforall #covid19aus #auspol #scovid https://t.co/g9y1z381c9'",RoslynWells,[],2021-06-01 08:53:14+00:00,3603,1025,en
Yogaraj66494658,"b'if manmohan singh was pm in this pandemic, cia would be successfully destroyed both vaccine manufacturer and pfizer would be selling their vaccine at $30!\n\nsome family member from italy might be middleman of that deal\n\n50% of that money deposited in offshore acc. of gandhi family'",vijaygajera,[],2021-06-01 08:53:10+00:00,98,581,en
BarauniVeer,"b'if manmohan singh was pm in this pandemic, cia would be successfully destroyed both vaccine manufacturer and pfizer would be selling their vaccine at $30!\n\nsome family member from italy might be middleman of that deal\n\n50% of that money deposited in offshore acc. of gandhi family'",vijaygajera,[],2021-06-01 08:52:59+00:00,185,459,en
nur_adila,b'congrats malaysian!\n\npfizer comirnaty vaccine now can be stored in 2-8c (normal fridge temperature) up to 31 days. \n\npreviously only 5 days \n\nwith this new guideline we can jab even more people with less restrictions!!!\n\nlet\xe2\x80\x99s move!!! https://t.co/swasy21rz9',Kendogdoll,[],2021-06-01 08:52:57+00:00,441,685,en
SaurabhqM,"b""#bjpbetrayingtnpeople\npm modi neither allows tn to produce it's own vaccine\n\nnor to purchase from global produces like pfizer\n\ninsists us to wait until serum india supply\n\nto loot people by his party and a single company https://t.co/9i701leyjo""",grandoldmanofTN,"[{'text': 'BJPBetrayingTNPeople', 'indices': [21, 42]}]",2021-06-01 08:52:53+00:00,46,148,en
tongodeon,b'@iamgepic @richardursomd @fynnderella1 @nowackyscience @dankdly111 1. phase 3 vaccine efficacy trials are done. they concluded on november 18 2020. the phase 1 / 2 safety trials concluded even earlier. \nhttps://t.co/xhfkwuqmnu https://t.co/5oxoxnmox6',no retweet username,[],2021-06-01 08:52:50+00:00,298,309,en
ling2153311291,b'hong kong may soon have to throw away millions of pfizer-biontech vaccine doses because they are approaching their expiry date and not enough people have signed up for the jabs\n\nhttps://t.co/fjydbjze2z https://t.co/ttom9ac22y',AFP,[],2021-06-01 08:52:44+00:00,91,65,en
affifammar93,b'congrats malaysian!\n\npfizer comirnaty vaccine now can be stored in 2-8c (normal fridge temperature) up to 31 days. \n\npreviously only 5 days \n\nwith this new guideline we can jab even more people with less restrictions!!!\n\nlet\xe2\x80\x99s move!!! https://t.co/swasy21rz9',Kendogdoll,[],2021-06-01 08:52:41+00:00,17,82,en
sandeeprrao1991,"b'#dubai is offering the covid-19 pfizer-biontech vaccine to 12-15 year-olds, with booking at the several locations via the @dha_dubai app. https://t.co/pu8hdejwok'",DXBMediaOffice,"[{'text': 'Dubai', 'indices': [20, 26]}]",2021-06-01 08:52:41+00:00,4076,3006,en
chaudhary5665,"b'if manmohan singh was pm in this pandemic, cia would be successfully destroyed both vaccine manufacturer and pfizer would be selling their vaccine at $30!\n\nsome family member from italy might be middleman of that deal\n\n50% of that money deposited in offshore acc. of gandhi family'",vijaygajera,[],2021-06-01 08:52:34+00:00,492,381,en
username,tweet,username_of_retweeter,hashtag,tweet created,number of followers,# following,language
Pc_Free_Zone,"b'the political bickering is only adding to the confusion of the vaccine rollout. demand for pfizer is increasing, walk-ins are being turned away, and staff are being abused as supplies run low in queensland. https://t.co/bmmoqmw92r @_michellejensen #covid19 #7news https://t.co/33eexejppn'",7NewsBrisbane,[],2021-07-01 08:59:56+00:00,1000,474,en
JeSuisProcureur,b'acute kidney injury after first injection of the bnt162b2 covid-19 vaccine (pfizer-biontech): https://t.co/1oueuydeti\n#covidvaccine #vaccineswork #vaccinated #vaccinesideeffects #vaccinessavelives #covid19 https://t.co/4fnvoj0hhi',DrJohnB2,[],2021-07-01 08:59:51+00:00,434,595,en
gemmeg125,b'@bianca_stone \xe2\x80\x9ci commend premier berejiklian for resisting going into a full lockdown.\xe2\x80\x9d \n\n#scottmorrison 24 june 2021\n\n40 million doses of #pfizer offered. #pfizermisermorrison rejected the offer. https://t.co/lfzdhreoua',madameshawshank,"[{'text': 'ScottMorrison', 'indices': [111, 125]}]",2021-07-01 08:59:50+00:00,500,718,en
SofiaAlvesFerna,"b'gevaccineerd met pfizer, may my tits get bigger\xf0\x9f\xa5\xb3'",zurebommer,[],2021-07-01 08:59:50+00:00,459,196,en
becs_and,b'i had my az jab aged 40 and partner at 37 rather than waiting for pfizer as it seemed a positive thing to do and perhaps a path to see england /my mum one day. why did you have it?',swainey123,[],2021-07-01 08:59:49+00:00,633,836,en
freewordslogan,"b""the 13yo has covid. i've been double vaxxed with pfizer, wife has been double vaxxed with astrazeneca, 10yo has no protection obviously. this feels like an experiment.""",EddieRobson,[],2021-07-01 08:59:49+00:00,475,698,en
SebStarcevic,"b'fully vaccinated! \xe2\x9c\x85 (i got pfizer, so i can\xe2\x80\x99t contribute to the astrazeneca discourse.) science is cool. https://t.co/31oe25toun'",no retweet username,[],2021-07-01 08:59:48+00:00,1045,597,en
Bobbicorn_,b'@poiyapng is this pfizer?',no retweet username,[],2021-07-01 08:59:47+00:00,170,359,en
JrehnJ,b'hate it when politicians (matt canavan) who have been fully vaccinated with pfizer tell us that we have to learn to live with the virus when the government has let us down massively with the vaccine rollout.',colleenhm,[],2021-07-01 08:59:41+00:00,4034,4995,en
elly_fine,"b'just spoke to friends of mine here in los angeles, a cis married couple, both pfizer vxx\xe2\x80\x99d. he went to a bar last week w friends, sat indoors for one hour\xe2\x80\xa6 this week they both have covid. he\xe2\x80\x99s in bed sick, she\xe2\x80\x99s asymptomatic.\n\n    that delta\xe2\x80\xa6. be. careful. \xf0\x9f\x98\xb7'",dcherring,[],2021-07-01 08:59:40+00:00,57,393,en
dakotapred,"b'just spoke to friends of mine here in los angeles, a cis married couple, both pfizer vxx\xe2\x80\x99d. he went to a bar last week w friends, sat indoors for one hour\xe2\x80\xa6 this week they both have covid. he\xe2\x80\x99s in bed sick, she\xe2\x80\x99s asymptomatic.\n\n    that delta\xe2\x80\xa6. be. careful. \xf0\x9f\x98\xb7'",dcherring,[],2021-07-01 08:59:33+00:00,202,128,en
jonaderwal,"b""heart inflammation linked to covid vaccines in study of u.s. military, department of defense confirms \xe2\x80\xa2 children's health defense https://t.co/q0cdtjgeam""",no retweet username,[],2021-07-01 08:59:31+00:00,229,178,en
SaracogliatiLab,"b'today was my turn, pfizer done!\nwe have to do still a lot to improve the health of everybody: more education on healthy lifestile, prevention, more research but these will be insufficient without a public system able to distribute the resources equally. https://t.co/2ap4mbg2xj'",no retweet username,[],2021-07-01 08:59:30+00:00,147,72,en
MargMcCrohon,b'what kind of government refuses a request to supply pfizer vaccine to a state government during a pandemic? this is total madness from the government that has gone mad. it\xe2\x80\x99s beyond belief. #auspol #morrisonlockdown',EddyJokovich,[],2021-07-01 08:59:30+00:00,6038,5054,en
TalismanTom,"b'@atvg2k20 @shrekovic @phd_in_football @spectatorindex biontech lacked scale for the clinical trials and distribution, which pfizer provided.\n\nit was founded by scientists and is a listed company with a market cap of over $50 billion.\n\nsome sweat shop \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",no retweet username,[],2021-07-01 08:59:25+00:00,72,252,en
swhitey10,b'@swannyqld if it is correct that the approach by pfizer last year was not acted upon in a timely manner...then the stuff up started there...not to mention having more than 12 months to organise fit for purpose quarantine facilities...',Christi49154364,[],2021-07-01 08:59:23+00:00,7048,7178,en
7rueayachtt,"b'the pfizer and astrazeneca vaccines are powerfully protective against covid, including existing variants. vaccine efficacy against hospitalization 14 days after second dose, according to one study:\n\npfizer - 96% for delta and 95% for alpha\naz - 92% for delta and 86% for alpha.'",DrTomFrieden,[],2021-07-01 08:59:23+00:00,590,729,en
MSMWatchdog2013,b'hate it when politicians (matt canavan) who have been fully vaccinated with pfizer tell us that we have to learn to live with the virus when the government has let us down massively with the vaccine rollout.',colleenhm,[],2021-07-01 08:59:22+00:00,20552,21808,en
calibandog,b'hate it when politicians (matt canavan) who have been fully vaccinated with pfizer tell us that we have to learn to live with the virus when the government has let us down massively with the vaccine rollout.',colleenhm,[],2021-07-01 08:59:21+00:00,1100,4015,en
wa8dzp,"b'just spoke to friends of mine here in los angeles, a cis married couple, both pfizer vxx\xe2\x80\x99d. he went to a bar last week w friends, sat indoors for one hour\xe2\x80\xa6 this week they both have covid. he\xe2\x80\x99s in bed sick, she\xe2\x80\x99s asymptomatic.\n\n    that delta\xe2\x80\xa6. be. careful. \xf0\x9f\x98\xb7'",dcherring,[],2021-07-01 08:59:21+00:00,1695,1429,en
sshrmin_,b'@sholcw july 17 first dose! pfizer!',no retweet username,[],2021-07-01 08:59:19+00:00,327,139,en
juliecob1,b'2. turnbull: \xe2\x80\x9cof course it\xe2\x80\x99s mismanagement\xe2\x80\x9d not to have pre- bought pfizer. \xe2\x80\x9cyou don\xe2\x80\x99t put all your eggs in one basket\xe2\x80\x9d - a surplus would be  ia \xe2\x80\x9chigh class problem\xe2\x80\x9d solved by giving it to indonesia &amp; the pacific.',margokingston1,[],2021-07-01 08:59:18+00:00,622,449,en
Track7778,"b""@drcharlesl my colleague has been tracked and traced, has been told to isolate. she's had both pfizer vaccinations and has received a negative test. but still has to isolate. it's madness. what was the point of the vaccine? we don't work in the public sector so lose wages.""",no retweet username,[],2021-07-01 08:59:18+00:00,1849,2263,en
foreverberning,"b'just spoke to friends of mine here in los angeles, a cis married couple, both pfizer vxx\xe2\x80\x99d. he went to a bar last week w friends, sat indoors for one hour\xe2\x80\xa6 this week they both have covid. he\xe2\x80\x99s in bed sick, she\xe2\x80\x99s asymptomatic.\n\n    that delta\xe2\x80\xa6. be. careful. \xf0\x9f\x98\xb7'",dcherring,[],2021-07-01 08:59:16+00:00,4512,4946,en
curiocat13,"b""yes, uk was quick to buy vaccines. pfizer isn\xe2\x80\x99t the \xe2\x80\x98european\xe2\x80\x99 vaccine. az isn\xe2\x80\x99t the \xe2\x80\x98british\xe2\x80\x99 vaccine. both developed by international teams. the roll-out success belongs to the nhs and volunteers. nobody has a right to \xe2\x80\x98claim\xe2\x80\x99 it. it\xe2\x80\x99s a vaccine not a 'mask' for boris johnson. https://t.co/puo4w76yw0""",DalbidEU,[],2021-07-01 08:59:16+00:00,5287,5728,en
Yeehaa25,b'i got stick recently when i said i thought it was shitty that 53 year old morrison got himself pfizer over astrazeneca.\n\nbut now we see he knew all along pfizer supply lines were going to be a problem &amp; most aussies would have no choice but to get az. what a selfish charlatan.',mel_giancarlo,[],2021-07-01 08:59:14+00:00,2080,2020,en
RandaltsRandal,"b'what vaccine has simon birmingham @birmo had? pfizer,what a surprise. ian'",xskinn,[],2021-07-01 08:59:12+00:00,9285,4976,en
