,username,tweet,username_of_retweeter,hashtag,tweet created,number of followers,# following,language,Polarity,Polarity_distribution,len_tweet,word_count_tweet
918,russianberner, receiving much needed help country fight spread coronavirus first e ongoing shipment pfizer vaccine arrived earlier week pfizer pfizervaccine,abc7ny,"[{'text': 'COVIDBC', 'indices': [88, 96]}, {'text': 'COVID19BC', 'indices': [97, 107]}]",2021-04-30,909,1373,en,0.15,Negative,142,20
919,ajayban23357758, pfizer deals latin american countries chile costa rica columbia peru ecuador panama amp uruguay e argentina amp brazil pfizer came argentina june vaccine deal asked compensated future law suits,aish17aer,"[{'text': 'COVIDBC', 'indices': [88, 96]}, {'text': 'COVID19BC', 'indices': [97, 107]}]",2021-05-01,124,2437,en,0.0,Neutral,194,30
920,logangandhi, whoever blamed govt allowing access pfizer vaccine india jan needs see company bullied argentina pledge get vaccines early india decided right go cova amp covishield made india,mafoikprajan,"[{'text': 'COVIDBC', 'indices': [88, 96]}, {'text': 'COVID19BC', 'indices': [97, 107]}]",2021-05-01,525,610,en,0.19285714285714284,Negative,177,28
921,vpmjk, whoever blamed govt allowing access pfizer vaccine india jan needs see company bullied argentina pledge get vaccines early india decided right go cova amp covishield made india,mafoikprajan,"[{'text': 'COVIDBC', 'indices': [88, 96]}, {'text': 'COVID19BC', 'indices': [97, 107]}]",2021-05-01,2668,3202,en,0.19285714285714284,Negative,177,28
922,ugramveeram123, whoever blamed govt allowing access pfizer vaccine india jan needs see company bullied argentina pledge get vaccines early india decided right go cova amp covishield made india,mafoikprajan,"[{'text': 'COVIDBC', 'indices': [88, 96]}, {'text': 'COVID19BC', 'indices': [97, 107]}]",2021-05-01,12311,7869,en,0.19285714285714284,Negative,177,28
923,moorthycbe, whoever blamed govt allowing access pfizer vaccine india jan needs see company bullied argentina pledge get vaccines early india decided right go cova amp covishield made india,mafoikprajan,"[{'text': 'COVIDBC', 'indices': [88, 96]}, {'text': 'COVID19BC', 'indices': [97, 107]}]",2021-05-01,4096,630,en,0.19285714285714284,Negative,177,28
924,derechosquared, given emergency use listing equivalent fda emergency use authorization moderna vax previously issued euls pfizer biontech j amp j amp astrazeneca vaccines product made az amp serum instit india,helenbranswell,"[{'text': 'COVIDBC', 'indices': [88, 96]}, {'text': 'COVID19BC', 'indices': [97, 107]}]",2021-05-01,364,1980,en,-0.16666666666666666,Positive,194,30
925,harishharry46, whoever blamed govt allowing access pfizer vaccine india jan needs see company bullied argentina pledge get vaccines early india decided right go cova amp covishield made india,mafoikprajan,"[{'text': 'COVIDBC', 'indices': [88, 96]}, {'text': 'COVID19BC', 'indices': [97, 107]}]",2021-05-01,66,1342,en,0.19285714285714284,Negative,177,28
926,karrama12, pfizer demanded millitary base collateral argentina securing vaccine pfizer demanded foreign bank guarantee brazil securing vaccine pfizer terrorizing demand well e,abdullah_0mar,"[{'text': 'COVIDBC', 'indices': [88, 96]}, {'text': 'COVID19BC', 'indices': [97, 107]}]",2021-05-01,587,1724,en,-0.4625,Positive,165,22
927,rahulsharma_urs, bhagat lol utter desperation b unpaid paisa wasool tweet e pfizer refused conduct trials india withdraw frm india whn asked trials must pfizer allowed w trials amp effective vaccine till date cova,bairagibabe,"[{'text': 'COVIDBC', 'indices': [88, 96]}, {'text': 'COVID19BC', 'indices': [97, 107]}]",2021-05-01,111,203,en,0.4,Negative,197,33
928,gareth_panchem, russell compare efficacy others general variants morrison saddled us lowest performing vaccine pfizer,spudbenbean,"[{'text': 'COVIDBC', 'indices': [88, 96]}, {'text': 'COVID19BC', 'indices': [97, 107]}]",2021-05-01,1976,1248,en,0.05000000000000002,Negative,102,14
929,kanimozhi, whoever blamed govt allowing access pfizer vaccine india jan needs see company bullied argentina pledge get vaccines early india decided right go cova amp covishield made india,mafoikprajan,"[{'text': 'COVIDBC', 'indices': [88, 96]}, {'text': 'COVID19BC', 'indices': [97, 107]}]",2021-05-01,42894,4649,en,0.19285714285714284,Negative,177,28
930,myanc, interim south africa also increased supplies pfizer vaccine,cyrilramaphosa,"[{'text': 'COVIDBC', 'indices': [88, 96]}, {'text': 'COVID19BC', 'indices': [97, 107]}]",2021-05-01,1018499,8374,en,0.0,Neutral,60,9
931,quarantinehoon, tweets pfizer specific storage requirement post approval difficult task india,cyrilramaphosa,"[{'text': 'COVIDBC', 'indices': [88, 96]}, {'text': 'COVID19BC', 'indices': [97, 107]}]",2021-05-01,389,384,en,-0.25,Positive,78,11
932,d3k0d3, effect dose vaccine reducing hospital admissions day real world data scotland pfizer astrazeneca different study one message doses better dose helpful,bogochisaac,"[{'text': 'COVID19', 'indices': [39, 47]}]",2021-05-01,40,461,en,0.2333333333333333,Negative,151,22
933,mightymac59, sorry bad news scientists yet tell whether three spread quicker kent strain believe like cause serious illness death early research suggests astrazeneca vaccine pfizer jab still work variant,bogochisaac,"[{'text': 'COVID19', 'indices': [39, 47]}]",2021-05-01,26,260,en,-0.3583333333333332,Positive,191,29
934,ganesh_kala59, whoever blamed govt allowing access pfizer vaccine india jan needs see company bullied argentina pledge get vaccines early india decided right go cova amp covishield made india,mafoikprajan,"[{'text': 'COVID19', 'indices': [39, 47]}]",2021-05-01,453,247,en,0.19285714285714284,Negative,177,28
935,tula_mani, whoever blamed govt allowing access pfizer vaccine india jan needs see company bullied argentina pledge get vaccines early india decided right go cova amp covishield made india,mafoikprajan,"[{'text': 'COVID19', 'indices': [39, 47]}]",2021-05-01,41,91,en,0.19285714285714284,Negative,177,28
936,veerakumarp5176, whoever blamed govt allowing access pfizer vaccine india jan needs see company bullied argentina pledge get vaccines early india decided right go cova amp covishield made india,mafoikprajan,"[{'text': 'COVID19', 'indices': [39, 47]}]",2021-05-01,1663,2318,en,0.19285714285714284,Negative,177,28
937,pravbhar, flood tweets endorsing getting vaccine pfizer confirm indeed warfare big names sndorndorsing asking swallow pride question pride people seem know others,mafoikprajan,"[{'text': 'COVID19', 'indices': [39, 47]}]",2021-05-01,92,415,en,0.0,Neutral,153,22
938,vellai_uppuma, whoever blamed govt allowing access pfizer vaccine india jan needs see company bullied argentina pledge get vaccines early india decided right go cova amp covishield made india,mafoikprajan,"[{'text': 'COVID19', 'indices': [39, 47]}]",2021-05-01,37,480,en,0.19285714285714284,Negative,177,28
939,datavuz, vaccine tracker covid share injection region pfizer biontech italy date vaccini pfizer,mafoikprajan,"[{'text': 'vaccini', 'indices': [101, 109]}]",2021-05-01,63,24,en,0.0,Neutral,87,13
940,corbancorner, report pfizer vaccine confirmed cause neurodegenerative diseases study via,scotrog,"[{'text': 'vaccini', 'indices': [101, 109]}]",2021-05-01,1468,867,en,0.4,Negative,75,10
941,poopoonga, effect dose vaccine reducing hospital admissions day real world data scotland pfizer astrazeneca different study one message doses better dose helpful,bogochisaac,"[{'text': 'COVID19', 'indices': [39, 47]}]",2021-05-01,24021,2373,en,0.2333333333333333,Negative,151,22
942,raj3412365, pfizer demanded millitary base collateral argentina securing vaccine pfizer demanded foreign bank guarantee brazil securing vaccine pfizer terrorizing demand well e,abdullah_0mar,"[{'text': 'COVID19', 'indices': [39, 47]}]",2021-05-01,53,131,en,-0.4625,Positive,165,22
943,mafoikprajan, whoever blamed govt allowing access pfizer vaccine india jan needs see company bullied argentina pledge get vaccines early india decided right go cova amp covishield made india,abdullah_0mar,"[{'text': 'COVID19', 'indices': [39, 47]}]",2021-05-01,133954,11598,en,0.19285714285714284,Negative,177,28
944,astartiel, second pfizer vaccine fever body aches beats death long haulers syndrome,pink22karen,"[{'text': 'COVID19', 'indices': [39, 47]}]",2021-05-01,11640,7849,en,-0.025,Positive,73,12
945,albauser1, order take vaccine,pink22karen,"[{'text': 'COVID19', 'indices': [39, 47]}]",2021-05-01,17,127,en,0.0,Neutral,19,4
946,prnzrab, quit college whatsapp group ppl tired one guy always pushing bjp propoganda day night india burning want say modi great opposition parties bad muslim danger india rightly denied pfizer vaccine,tinucherian,"[{'text': 'COVID19', 'indices': [39, 47]}]",2021-05-01,355,5001,en,-0.003571428571428531,Positive,193,31
947,bairagibabe, bhagat lol utter desperation b unpaid paisa wasool tweet e pfizer refused conduct trials india withdraw frm india whn asked trials must pfizer allowed w trials amp effective vaccine till date cova,bairagibabe,"[{'text': 'COVID19', 'indices': [39, 47]}]",2021-05-01,893,446,en,0.4,Negative,197,33
948,bairagibabe, bhagat lol utter desperation b unpaid paisa wasool tweet e pfizer refused conduct trials india withdraw frm india whn asked trials must pfizer allowed w trials amp effective vaccine till date cova,bairagibabe,"[{'text': 'COVID19', 'indices': [39, 47]}]",2021-05-01,893,446,en,0.4,Negative,197,33
949,amaracampbell, breaking perth security guard working hotel quarantine tested positive covid receiving single dose pfizer vaccine,az_journalist,"[{'text': 'BREAKING', 'indices': [19, 28]}]",2021-05-01,1078,4987,en,0.07792207792207792,Negative,114,16
950,northbclistener, nano bots published things vakseens synthetic pathogens self assembling systems literally x magnification,nfpublication,"[{'text': 'BREAKING', 'indices': [19, 28]}]",2021-05-01,728,1775,en,0.0,Neutral,106,14
951,vandan87386412, mr big brain bhagat sputnik foreign vaccine one talking pfizer,muglikar_,"[{'text': 'BREAKING', 'indices': [19, 28]}]",2021-05-01,57,527,en,-0.0625,Positive,63,11
952,honestcitizen8, certain news reports american pharma firm pfizer offering supply covid vaccine indian govt profit price,muglikar_,"[{'text': 'BREAKING', 'indices': [19, 28]}]",2021-05-01,58,1359,en,0.0047619047619047545,Negative,104,16
953,saileshggupta, brings chinese vaccine pfizer maharashtra vaccinate would prefer buy indian vaccine free nahi chahiye bas indian chahiye respected fadnavis requesting stop global tenders,sunainaholey,"[{'text': 'BREAKING', 'indices': [19, 28]}]",2021-05-01,73,289,en,0.13333333333333333,Negative,171,24
954,yazbanz, itu pilihan masing based preference owing propaganda vaccine lah chose pfizer venue convenience mind moderna pun know people willing wait sinovac kahkahkah,sunainaholey,"[{'text': 'BREAKING', 'indices': [19, 28]}]",2021-05-01,1113,349,en,0.075,Negative,156,23
955,stewartbmcgehee, israel e dozens cases people e heart inflammation receiving pfizer biontech coronavirus vaccine,business,"[{'text': 'BREAKING', 'indices': [19, 28]}]",2021-05-01,647,798,en,0.0,Neutral,96,14
956,science_md, pfizer moderna requesting approval mrna vaccine fda ema regard side effects impurity profile truncated rna residual dna versus us covid death toll unjustified less killed gun shot,business,"[{'text': 'BREAKING', 'indices': [19, 28]}]",2021-05-01,1850,204,en,-0.18333333333333335,Positive,180,28
957,gkmyf14, made incorrect statement tweet deleted attached tweet transparency significant decrease protection covid variants patients single dose vs doses relevant pfizer vaccine astrazeneca vaccine,drjacobsrad,"[{'text': 'BREAKING', 'indices': [19, 28]}]",2021-05-01,695,1031,en,0.23452380952380955,Negative,188,24
958,scotrog, report pfizer vaccine confirmed cause neurodegenerative diseases study via,drjacobsrad,"[{'text': 'BREAKING', 'indices': [19, 28]}]",2021-05-01,2207,5003,en,0.4,Negative,75,10
959,ashnay15, tweets pfizer one effective vaccine proven well variants india infrastructure enough infrastructure vaccinate doctors also moderna doesnt require refrigeration like pfizer pfizer tested jnj sputnik,drjacobsrad,"[{'text': 'BREAKING', 'indices': [19, 28]}]",2021-05-01,107,223,en,0.3,Negative,198,26
960,shonchi08, pfizer vaccine one best ones used developed countries applied permission india dec india instead asked studies pfizer withdrew application feb imagine lives saved allowed vaccine december,chetan_bhagat,"[{'text': 'BREAKING', 'indices': [19, 28]}]",2021-05-01,158,645,en,0.55,Negative,188,27
961,templedrake00, think everyone needs keep mind placebo effect positive negative mind e powerful psych sick vaccine dose case moderna amp pfizer shot e,chetan_bhagat,"[{'text': 'BREAKING', 'indices': [19, 28]}]",2021-05-01,1230,1446,en,-0.12175324675324675,Positive,135,23
962,kiranp4912, bhagat obsession pfizer pfizer obsessed worried vaccine effective new strain required storage facilities completed local trials economical common people pay dosage forget whether govt,chetan_bhagat,"[{'text': 'BREAKING', 'indices': [19, 28]}]",2021-05-01,469,1868,en,0.0393939393939394,Negative,184,25
963,elokeo, gotten one dose pfizer moderna vaccine make sure get second dose greatly reinforces protection immune system started building first shot,drtomfrieden,"[{'text': 'BREAKING', 'indices': [19, 28]}]",2021-05-01,93,1349,en,0.3875,Negative,137,21
964,sureshkumawat93, brings chinese vaccine pfizer maharashtra vaccinate would prefer buy indian vaccine free nahi chahiye bas indian chahiye respected fadnavis requesting stop global tenders,sunainaholey,"[{'text': 'BREAKING', 'indices': [19, 28]}]",2021-05-01,1030,1128,en,0.13333333333333333,Negative,171,24
965,h2008ma, basic issue vaccines everyone hesitated even vaccines state governments playing pretty politics pfizer vaccine also approved question ur vaccine vaccine,sunainaholey,"[{'text': 'BREAKING', 'indices': [19, 28]}]",2021-05-01,36,362,en,0.125,Negative,153,21
966,powerofindian, mr big brain bhagat sputnik foreign vaccine one talking pfizer,muglikar_,"[{'text': 'BREAKING', 'indices': [19, 28]}]",2021-05-01,160,307,en,-0.0625,Positive,63,11
967,rubiya59183829, pfizer vaccine one best ones used developed countries applied permission india dec india instead asked studies pfizer withdrew application feb imagine lives saved allowed vaccine december,chetan_bhagat,"[{'text': 'BREAKING', 'indices': [19, 28]}]",2021-05-01,5,70,en,0.55,Negative,188,27
968,kanwalj91419082, us president bullying india buy pfizer vaccine pfizer new east indian company eat india biden forced give back handed support bharat pacify china son shady dealings much hinduphobia usa click amp watch,chetan_bhagat,"[{'text': 'BREAKING', 'indices': [19, 28]}]",2021-05-01,520,1460,en,-0.04272727272727274,Positive,202,33
969,kidd_tyedow2, pfizer make vaccine cops,zo_it_is,"[{'text': 'BREAKING', 'indices': [19, 28]}]",2021-05-01,1004,2875,en,0.0,Neutral,25,5
970,excitedstoat, weirder still one vaccine particular pfizer somehow become cool vaccine well vaccine rich stylish,scottlincicome,"[{'text': 'BREAKING', 'indices': [19, 28]}]",2021-05-01,527,711,en,0.34791666666666665,Negative,98,15
971,focusonprocess, bhagat spread lies india accepted foreign vaccines short span time pfizer withdrawn application govts buying sputnik vaccine people ready take trusted covishield cova far many people refuse take vaccine still,scottlincicome,"[{'text': 'BREAKING', 'indices': [19, 28]}]",2021-05-01,63,328,en,0.135,Negative,209,31
972,framos_morales, pfizer makes covid vaccine,scottlincicome,"[{'text': 'BREAKING', 'indices': [19, 28]}]",2021-05-01,41,53,en,0.0,Neutral,27,5
973,koiektara, delhi govt allows home delivery liquor pfizer nahi toh budweiser sahi,tinagurnaney,"[{'text': 'BREAKING', 'indices': [19, 28]}]",2021-06-01,1177,769,en,0.0,Neutral,70,12
974,lindawhiteaus, australia front queuewe front pack scomo gets double pfizer look raceyou rush thingsi always said race,thebannerbright,"[{'text': 'BREAKING', 'indices': [19, 28]}]",2021-06-01,4654,1783,en,0.0,Neutral,103,17
975,bayern1932, dubai offers pfizervaccine year olds uae pfizer biontech covid vaccine sinopharm astrazeneca sputnikv,thebannerbright,"[{'text': 'Dubai', 'indices': [0, 6]}, {'text': 'Pfizervaccine', 'indices': [14, 28]}, {'text': 'UAE', 'indices': [72, 76]}, {'text': 'Pfizer', 'indices': [77, 84]}, {'text': 'BioNTech', 'indices': [85, 94]}, {'text': 'COVID', 'indices': [95, 101]}, {'text': 'vaccine', 'indices': [102, 110]}]",2021-06-01,78,1432,en,0.1,Negative,102,14
976,fictillius, atthew started pfizer also complimented az approved since atagi advice workers would get az pfizer supplies pfizer back pretty small,thebannerbright,"[{'text': 'Dubai', 'indices': [0, 6]}, {'text': 'Pfizervaccine', 'indices': [14, 28]}, {'text': 'UAE', 'indices': [72, 76]}, {'text': 'Pfizer', 'indices': [77, 84]}, {'text': 'BioNTech', 'indices': [85, 94]}, {'text': 'COVID', 'indices': [95, 101]}, {'text': 'vaccine', 'indices': [102, 110]}]",2021-06-01,4554,4657,en,0.0,Neutral,133,21
977,mukeshmeharwal1, manmohan singh pm pandemic cia would successfully destroyed vaccine manufacturer pfizer would selling vaccine family member italy might middleman money deposited offshore acc gandhi family,vijaygajera,"[{'text': 'Dubai', 'indices': [0, 6]}, {'text': 'Pfizervaccine', 'indices': [14, 28]}, {'text': 'UAE', 'indices': [72, 76]}, {'text': 'Pfizer', 'indices': [77, 84]}, {'text': 'BioNTech', 'indices': [85, 94]}, {'text': 'COVID', 'indices': [95, 101]}, {'text': 'vaccine', 'indices': [102, 110]}]",2021-06-01,164,367,en,0.75,Negative,189,26
978,veronicajhex, live victoria blame dan andrews lockdown blame federal government year sort quarantine debacle six months acquire available vaccines including pfizer moderna scottydoesnothing morrisonlockdown,ausindimedia,"[{'text': 'Dubai', 'indices': [0, 6]}, {'text': 'Pfizervaccine', 'indices': [14, 28]}, {'text': 'UAE', 'indices': [72, 76]}, {'text': 'Pfizer', 'indices': [77, 84]}, {'text': 'BioNTech', 'indices': [85, 94]}, {'text': 'COVID', 'indices': [95, 101]}, {'text': 'vaccine', 'indices': [102, 110]}]",2021-06-01,546,3698,en,0.2681818181818182,Negative,193,24
979,drarkritam, delhi govt allows home delivery liquor pfizer nahi toh budweiser sahi,tinagurnaney,"[{'text': 'Dubai', 'indices': [0, 6]}, {'text': 'Pfizervaccine', 'indices': [14, 28]}, {'text': 'UAE', 'indices': [72, 76]}, {'text': 'Pfizer', 'indices': [77, 84]}, {'text': 'BioNTech', 'indices': [85, 94]}, {'text': 'COVID', 'indices': [95, 101]}, {'text': 'vaccine', 'indices': [102, 110]}]",2021-06-01,81,29,en,0.0,Neutral,70,12
980,mazia2010, life site news followed ten minute interview dr byram bridle detailing leaked confidential pfizer study showed vaccine ends adrenal glands ovaries causing unknown harm,stephanieseneff,"[{'text': 'Dubai', 'indices': [0, 6]}, {'text': 'Pfizervaccine', 'indices': [14, 28]}, {'text': 'UAE', 'indices': [72, 76]}, {'text': 'Pfizer', 'indices': [77, 84]}, {'text': 'BioNTech', 'indices': [85, 94]}, {'text': 'COVID', 'indices': [95, 101]}, {'text': 'vaccine', 'indices': [102, 110]}]",2021-06-01,258,289,en,-0.05,Positive,168,25
981,pennycopter, back eligible pfizer vax chose az jab female gp super supportive saying yeah said like um even became super awkward consider social discourse,stephanieseneff,"[{'text': 'Dubai', 'indices': [0, 6]}, {'text': 'Pfizervaccine', 'indices': [14, 28]}, {'text': 'UAE', 'indices': [72, 76]}, {'text': 'Pfizer', 'indices': [77, 84]}, {'text': 'BioNTech', 'indices': [85, 94]}, {'text': 'COVID', 'indices': [95, 101]}, {'text': 'vaccine', 'indices': [102, 110]}]",2021-06-01,4227,1441,en,0.0857142857142857,Negative,142,24
982,doctorjg, little pfizer work testing facility transmission rates australia quite low however,stephanieseneff,"[{'text': 'Dubai', 'indices': [0, 6]}, {'text': 'Pfizervaccine', 'indices': [14, 28]}, {'text': 'UAE', 'indices': [72, 76]}, {'text': 'Pfizer', 'indices': [77, 84]}, {'text': 'BioNTech', 'indices': [85, 94]}, {'text': 'COVID', 'indices': [95, 101]}, {'text': 'vaccine', 'indices': [102, 110]}]",2021-06-01,81,12,en,-0.09375,Positive,83,12
983,safdar59699619, delhi govt allows home delivery liquor pfizer nahi toh budweiser sahi,tinagurnaney,"[{'text': 'Dubai', 'indices': [0, 6]}, {'text': 'Pfizervaccine', 'indices': [14, 28]}, {'text': 'UAE', 'indices': [72, 76]}, {'text': 'Pfizer', 'indices': [77, 84]}, {'text': 'BioNTech', 'indices': [85, 94]}, {'text': 'COVID', 'indices': [95, 101]}, {'text': 'vaccine', 'indices': [102, 110]}]",2021-06-01,1749,1562,en,0.0,Neutral,70,12
984,i_am_niteangel, influencers say russia linked pr agency asked disparage pfizer vaccine,ncscgov,"[{'text': 'Dubai', 'indices': [0, 6]}, {'text': 'Pfizervaccine', 'indices': [14, 28]}, {'text': 'UAE', 'indices': [72, 76]}, {'text': 'Pfizer', 'indices': [77, 84]}, {'text': 'BioNTech', 'indices': [85, 94]}, {'text': 'COVID', 'indices': [95, 101]}, {'text': 'vaccine', 'indices': [102, 110]}]",2021-06-01,5981,6152,en,0.0,Neutral,71,11
985,alanhmcdonald, pfizer fine first dose second sunday gave fever accompanying mad waking dreams nausea paracetamol helped definitely drop energy levels,ncscgov,"[{'text': 'Dubai', 'indices': [0, 6]}, {'text': 'Pfizervaccine', 'indices': [14, 28]}, {'text': 'UAE', 'indices': [72, 76]}, {'text': 'Pfizer', 'indices': [77, 84]}, {'text': 'BioNTech', 'indices': [85, 94]}, {'text': 'COVID', 'indices': [95, 101]}, {'text': 'vaccine', 'indices': [102, 110]}]",2021-06-01,1167,492,en,0.008333333333333349,Negative,135,20
986,learning_pt, delhi govt allows home delivery liquor pfizer nahi toh budweiser sahi,tinagurnaney,"[{'text': 'Dubai', 'indices': [0, 6]}, {'text': 'Pfizervaccine', 'indices': [14, 28]}, {'text': 'UAE', 'indices': [72, 76]}, {'text': 'Pfizer', 'indices': [77, 84]}, {'text': 'BioNTech', 'indices': [85, 94]}, {'text': 'COVID', 'indices': [95, 101]}, {'text': 'vaccine', 'indices': [102, 110]}]",2021-06-01,3922,4881,en,0.0,Neutral,70,12
987,kan_nott, delhi govt allows home delivery liquor pfizer nahi toh budweiser sahi,tinagurnaney,"[{'text': 'Dubai', 'indices': [0, 6]}, {'text': 'Pfizervaccine', 'indices': [14, 28]}, {'text': 'UAE', 'indices': [72, 76]}, {'text': 'Pfizer', 'indices': [77, 84]}, {'text': 'BioNTech', 'indices': [85, 94]}, {'text': 'COVID', 'indices': [95, 101]}, {'text': 'vaccine', 'indices': [102, 110]}]",2021-06-01,230,311,en,0.0,Neutral,70,12
988,iustitia881, comirnaty pfizer covid vaccine trigger insomnia individuals link psychotic episodes suicidal ideation hallucinations pediatric trial norway respectively bell palsy another pfizer related event cns,florian_hanover,"[{'text': 'Dubai', 'indices': [0, 6]}, {'text': 'Pfizervaccine', 'indices': [14, 28]}, {'text': 'UAE', 'indices': [72, 76]}, {'text': 'Pfizer', 'indices': [77, 84]}, {'text': 'BioNTech', 'indices': [85, 94]}, {'text': 'COVID', 'indices': [95, 101]}, {'text': 'vaccine', 'indices': [102, 110]}]",2021-06-01,17,92,en,-0.16666666666666666,Positive,197,25
989,sarabjeetsj, delhi govt allows home delivery liquor pfizer nahi toh budweiser sahi,tinagurnaney,"[{'text': 'Dubai', 'indices': [0, 6]}, {'text': 'Pfizervaccine', 'indices': [14, 28]}, {'text': 'UAE', 'indices': [72, 76]}, {'text': 'Pfizer', 'indices': [77, 84]}, {'text': 'BioNTech', 'indices': [85, 94]}, {'text': 'COVID', 'indices': [95, 101]}, {'text': 'vaccine', 'indices': [102, 110]}]",2021-06-01,103,153,en,0.0,Neutral,70,12
990,victoriaozelle, eu amp drug companies know rollout going slowly meet global need talk shot boosters deepen fight short supplies also mention needing modified amp new vaccines combat new variants,astroehlein,"[{'text': 'Dubai', 'indices': [0, 6]}, {'text': 'Pfizervaccine', 'indices': [14, 28]}, {'text': 'UAE', 'indices': [72, 76]}, {'text': 'Pfizer', 'indices': [77, 84]}, {'text': 'BioNTech', 'indices': [85, 94]}, {'text': 'COVID', 'indices': [95, 101]}, {'text': 'vaccine', 'indices': [102, 110]}]",2021-06-01,7680,7581,en,-0.005454545454545467,Positive,179,29
991,mariamkhan29, queue grown may reached first administered pfizer vaccine whilst typing pleased vaccines increased everyone queue getvaccinated thank,cllrmajid,"[{'text': 'COVID19', 'indices': [102, 110]}]",2021-06-01,2921,155,en,0.375,Negative,134,18
992,alhusayndr, canada recommend mi matching astrazeneca pfizer moderna covid vaccines,cbchealth,"[{'text': 'COVID19', 'indices': [102, 110]}]",2021-06-01,148,705,en,0.0,Neutral,71,10
993,jane47369109, life site news followed ten minute interview dr byram bridle detailing leaked confidential pfizer study showed vaccine ends adrenal glands ovaries causing unknown harm,stephanieseneff,"[{'text': 'COVID19', 'indices': [102, 110]}]",2021-06-01,44,147,en,-0.05,Positive,168,25
994,naughtynickyp, around leicester city want first dose pfizer tons available fosse neighborhood centre queue pop along asap get vaccinated rts appreciated,tauomicronmu,"[{'text': 'COVID19', 'indices': [102, 110]}]",2021-06-01,99,208,en,0.2833333333333334,Negative,138,21
995,rodev10, moderna approved youth canada erroneously given youth instead pfizer vaccine approved,tauomicronmu,"[{'text': 'COVID19', 'indices': [102, 110]}]",2021-06-01,4,30,en,-0.5,Positive,86,12
996,bayern1932, dubai offers pfizervaccine year olds uae pfizer biontech covid vaccine sinopharm astrazeneca sputnikv,tauomicronmu,"[{'text': 'Dubai', 'indices': [0, 6]}, {'text': 'Pfizervaccine', 'indices': [14, 28]}, {'text': 'UAE', 'indices': [72, 76]}, {'text': 'Pfizer', 'indices': [77, 84]}, {'text': 'BioNTech', 'indices': [85, 94]}, {'text': 'COVID', 'indices': [95, 101]}, {'text': 'vaccine', 'indices': [102, 110]}]",2021-06-01,78,1432,en,0.1,Negative,102,14
997,lotus2955, absolute idiots stop giving pfizervaccine every healthy person direct supplies aged care may well bother given az wrong ppl hell bent shoving az everyone many take aaagh,tauomicronmu,"[{'text': 'PfizerVaccine', 'indices': [44, 58]}]",2021-06-01,671,631,en,-0.0142857142857143,Positive,170,28
998,lotus2955, p would take modernavaccine pfizervaccine heartbeat touching astrazeneca quids pointless levels,tauomicronmu,"[{'text': 'modernavaccine', 'indices': [37, 52]}, {'text': 'PfizerVaccine', 'indices': [56, 70]}, {'text': 'AstraZeneca', 'indices': [100, 112]}]",2021-06-01,671,631,en,0.125,Negative,96,12
999,manopatano, pakistan receive doses pfizervaccine july aug direct manufacture agreement national disaster management authority biontech reached final stage,engr_naveed111,"[{'text': 'PfizerVaccine', 'indices': [52, 66]}]",2021-06-01,6961,7072,en,0.05,Negative,143,18
1000,malik__73, pakistan receive doses pfizervaccine july aug direct manufacture agreement national disaster management authority biontech reached final stage,engr_naveed111,"[{'text': 'PfizerVaccine', 'indices': [52, 66]}]",2021-06-01,3010,4961,en,0.05,Negative,143,18
1001,haibatk35548742, pakistan receive doses pfizervaccine july aug direct manufacture agreement national disaster management authority biontech reached final stage,engr_naveed111,"[{'text': 'PfizerVaccine', 'indices': [52, 66]}]",2021-06-01,104,240,en,0.05,Negative,143,18
1002,mah_fasih, soon get vaccinated chinese vaccine pfizervaccine covax,engr_naveed111,"[{'text': 'COVID19Vic', 'indices': [92, 103]}]",2021-06-01,13,13,en,0.0,Neutral,56,8
1003,dafnik10, got first pfizervaccine dose feels like lifted left arm,engr_naveed111,"[{'text': 'PfizerVaccine', 'indices': [13, 27]}]",2021-06-01,1315,1895,en,0.125,Negative,56,10
1004,mah_fasih, citizen get vaccine covax pfizervaccine,engr_naveed111,"[{'text': 'COVID19Vic', 'indices': [64, 75]}, {'text': 'COVAX', 'indices': [76, 82]}, {'text': 'PfizerVaccine', 'indices': [83, 97]}]",2021-06-01,13,13,en,0.0,Neutral,40,6
1005,thegoffy, stabbed diplomacy pfizervaccine,engr_naveed111,"[{'text': 'Diplomacy', 'indices': [9, 19]}, {'text': 'PfizerVaccine', 'indices': [20, 34]}]",2021-06-01,193,158,en,0.0,Neutral,32,4
1006,hannahbeckerman, second covidvaccine week early st alban civic centre walk appt needed queue totally empty right different days astrazeneca amp pfizervaccine see schedule photo thank amazing staff amp,engr_naveed111,"[{'text': 'CovidVaccine', 'indices': [19, 32]}]",2021-06-01,10431,1944,en,0.14761904761904762,Negative,184,28
1007,msfiregg, got protecting loved ones covidvaccine pfizervaccine,engr_naveed111,"[{'text': 'CovidVaccine', 'indices': [54, 67]}, {'text': 'PfizerVaccine', 'indices': [68, 82]}]",2021-06-01,102,112,en,0.7,Negative,53,7
1008,abbasitahir43, pakistan pfizervaccine administered low immunity wish perform haj,khaleejtimes,"[{'text': 'Pakistan', 'indices': [18, 27]}, {'text': 'PfizerVaccine', 'indices': [33, 47]}]",2021-06-01,592,177,en,0.0,Neutral,66,9
